id,caption
5362,a baseball stadium with people standing on the field
5363,"not in blue and white, but i ' mh fan"
5364,two men in suits posing for a photo
5365,two baseball players sitting in the stands at a game
5366,a view from the upper level of rogers field as a baseball game begins
5367,the crowd at dodge stadium
5368,"a twitter account that reads ` ` ' tweet, you ' ret '"
5369,a hat with the logo on it
5370,a glass of beer sitting on top of a table
5371,"person person, person quotes, new hair styles, curly hair color, hair colors for men, the best beard, cool hairs, funky kids"
5372,"person, 6, center, with his parents person and person at the cubs game on july 30"
5373,barney & barney costumes
5374,a fire burning next to a garbage bin
5376,a baseball stadium full of people and fans
5377,person and baseball player on tv network
5378,person on the field with his jersey
5379,person running to the finish line
5380,the game is on and fans are getting ready for the end
5381,a cake in a box with the word toronto blue jays
5382,a tv screen is shown with the same image of a man with a bat
5383,a baseball game is being played in the stadium
5384,fans cheer during a game at dodge stadium
5385,a group of people sitting around a table
5386,the movie poster for the film ' tisant '
5387,person and his wife at a baseball game
5388,"a man in a baseball uniform and sunglasses, sitting down"
5390,a man standing in the stands at the stadium
5391,a couple dressed as baseball players sitting in the dug
5392,a man wearing blue sneakers and a baseball cap
5393,two young boys wearing baseball uniforms and sitting in the dug
5394,two people in the stands eating food
5395,jays pitcher clayton kiser to start season with minor
5396,the cover of the first pitch
5397,a man in a suit holding up his laptop
5398,"baseball player, who i ' m all wrong in the right corner on my way back to the game"
5399,a blue shirt with the words blue jays on it
5400,person and person after the game
5401,the new mlb baseball card features a blue jays player in uniform
5402,the man in white is getting his hair cut by a man wearing blue
5403,a shirt with the number seven on it and some other items
5404,a baseball game in progress at dodge stadium
5405,a glass of water with a plant in the background
5406,the baseball game is being played on a field
5407,person in the baseball cards that will go on sale in stores this spring
5408,the person ' s october 6 october 6th october 4th t shirt
5410,the stadium is full of fans watching a game
5411,twitter screen showing the tweer and twitter
5412,two girls in the stands at a baseball game
5413,a drawing of the bird with a baseball bat
5414,a baseball player playing on the television screen
5415,the view from inside of a stadium at night
5416,a man is holding up his arm with a red stain on it
5417,the toronto blue jays jersey
5418,a baseball game is being played in a stadium
5419,the cn tower in toronto
5420,a baseball field
5421,a box and blue shirt sitting on a table
5422,a family is enjoying their day at the baseball stadium
5423,person | the salt tribune tribune
5424,"person, the walking dead person quotes, walking the walk, walk dead, movie quotes"
5425,person and person at the 2012 nfl super bowl
5426,a man in a baseball uniform poses with a woman
5427,a baseball stadium with a lot of people standing around
5428,the screen shows a close look at a player ' s position
5429,a col of baseball players with a capt that says ` the devil to the angels '
5430,a baseball game in the stadium
5431,the score screen for the first game of the season
5432,"the blue jays ' manager, steve miller"
5433,a large crowd of people watching a baseball game
5434,a man is running on the field with baseball gloves
5435,the blue jays are preparing to play in the 2012 world series
5436,a man wearing a blue hat and glasses
5437,a baseball player swinging at a ball
5438,a monitor that is displaying some information
5439,person and person at the blue jays baseball game
5440,"the american league is a major league team, and has not any team in the league"
5441,a baseball player on the cover of sports magazine
5442,person and i at a baseball game
5443,a baseball team in blue uniforms standing on top of the field
5444,the national stadium lit up in white lights during an opening ceremonies at night
5445,view from the third base line
5446,a group of young boys walking down a street
